Date,Open,High,Low,Close,Adj Close,Volume
2019-01-25,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-01-28,144.750000,144.750000,144.750000,164.000000,164.000000,5000
2019-01-29,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-01-30,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-01-31,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-01,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-04,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-05,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-06,140.399994,140.399994,140.399994,164.000000,164.000000,250
2019-02-07,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-08,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-11,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-12,142.750000,143.500000,140.199997,164.000000,164.000000,1322
2019-02-13,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-14,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-15,142.500000,142.500000,142.500000,164.000000,164.000000,276
2019-02-18,142.750000,145.000000,142.750000,164.000000,164.000000,2250
2019-02-19,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-20,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-21,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-22,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-25,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-02-26,143.000000,143.000000,143.000000,164.000000,164.000000,16380
2019-02-27,143.199997,143.199997,143.199997,164.000000,164.000000,15000
2019-02-28,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-01,144.000000,144.500000,144.000000,164.000000,164.000000,3000
2019-03-04,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-05,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-06,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-07,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-08,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-11,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-12,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-13,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-14,142.000000,145.000000,142.000000,164.000000,164.000000,546
2019-03-15,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-18,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-19,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-20,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-21,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-22,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-25,144.500000,144.500000,144.500000,164.000000,164.000000,600
2019-03-26,145.875000,146.899994,145.875000,164.000000,164.000000,1189
2019-03-27,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-03-28,146.500000,146.500000,146.500000,164.000000,164.000000,600
2019-03-29,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-01,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-02,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-03,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-04,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-05,143.000000,143.199997,143.000000,164.000000,164.000000,500
2019-04-08,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-09,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-10,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-11,147.000000,147.000000,147.000000,164.000000,164.000000,250
2019-04-12,149.000000,149.000000,149.000000,164.000000,164.000000,250
2019-04-15,152.500000,152.500000,152.500000,164.000000,164.000000,940
2019-04-16,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-17,146.000000,148.649994,146.000000,164.000000,164.000000,790
2019-04-18,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-23,164.000000,164.000000,164.000000,164.000000,164.000000,0
2019-04-24,164.000000,164.000000,164.000000,164.000000,164.000000,0
